ID,lexeme,parse,root,lexical category,topic,Level,English,ex sh1,ex se1,ex sh2,ex se2,ex sh3,ex se3,ex sh4,ex se4,ex sh5,ex se5,ex sh6,ex se6,ex sh7,ex se7,ex sh8,ex se8,ex sh9,ex se9,ex sh10,ex se10,ex sh11,ex es11,ex sh12,ex se12,
83,tse’ ,√tse’,√tse’,NA,NA,B,will,uy' thuyt tsun tse' p'e' kw' hwi'lum.,Okay! I will prepare the rope. (WS Eagle Story),ha' tsun tse' kwu'elh nem' tuw' ts'imulnuhw nilh nus'uw' kwulusht.,"And when I get close enough, I will shoot him. (WS Seal Story)",nem' tsun tse' numnus kw'un'a 'i sqw'im'qw'um' 'eshw.,I will go and sneak up on the seals that are out of the water. (WS Seal Story),hith tse' snet 'i' nem' tsun t'akw'.,I will go home in the late hours of the night. (WS Eagle Story),suw' qwulmutewut tthuw'nilh kws q'aytewut tse'.,He was told that he would be killed. (WS Eagle Story),uw' lumnuhw ch tse' 'uw' tstamutuhw tse'.,You will see what will happen to you. (WS Eagle Story),st'e 'uw' ni'us shtatul'sthwus kws q'aytewut tse'.,It was as if he knew they would kill him. (WS Seal Story),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
84,shtse’lhnulh ,shhw-√tse’lhnulh,√tse’lhnulh,N,FH,C,barb on halibut hook or on spear point,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
85,tsulel ,√tsulel,√tsulel,NA,NA,C,"almost, nearly (before, in time expressions)",...wulh tsulul 'i' hulithut.,...almost come to life. (BA syalutsa'),tsulel 'i' hun'lhelt 'u tthey' ni' shni's kws qw'iqw'um's.,He had almost reached the place where he came to shore. (WS Eagle Story),na'uth wulh 'apun kws tsulels 'i' nuts'a'.,It is ten before one. (EW 29AUG74),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
86,stsulum ,s-√tsulum,√tsulum,N,BP,C,liver (deer),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
87,stsetslum’ ,s-√tsulum-DIM,√tsulum,N,BP,C,liver DIM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
88,tsuluw’ ,√tsuluw’,√tsuluw’,V,NA,C,turn over,na'ut hwi' tsuluw' tthu smeent.,The rock turned over. (RP 0481),stl'atl'um' wulh shtsuluw's tthu suplil.,It is time to turn the bread over. (RP 18DEC81),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
89,hwustsul’ew’ ,hwu-s-√tsuluw’-STA,√tsuluw’,N,DES,C,turned over (it is turned over),na'ut hwi' hwustsul'ew' tthu smeent.,The rock just got turned over. (RP 0481),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
90,tsuluw’t ,√tsuluw’-t,√tsuluw’,V,STP,C,turn it over,nem' tsuluw't tthu smeent.,Turn the rock over. (RP 0481),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
91,tsuluw’nuhw ,√tsuluw’-nehw,√tsuluw’,V,STP,C,turn it over (manage to),ni' 'u wulh tsuluw'nuhwus.,Has he managed to turn it over? (RP 0481),yelh nus ni' tsuluw'nuhw tthu thi stl'pel'qun'.,I finally managed to turn over the big feather mattress. (RP 0481),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
92,tsutsuluw’t ,√tsuluw’-t-PROG,√tsuluw’,V,STP,C,turning it over,nuwu'es ts'u yutsutsuluw't tthu s'atha'qw.,You are supposed to turn the baked potatoes over. (RP 0481),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
93,tsultsuluw’t ,√tsuluw’-t-PL,√tsuluw’,V,STP,C,turn them over,nem' tsultsuluw't tthu stl'pel'qun'.,Go turn over all the mattresses. (RP 0481),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
94,tsel’tsuluw’t ,√tsuluw’-t-DUR-PL,√tsuluw’,V,STP,C,turning it over (keep going back and forth),nilh shw'uy's kw'un's yutsel'tsuluw't tthu sqewth.,It is better for you to keep turning over the potatoes. (RP 0481),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
95,tsi’tsutsuluw’t ,√tsuluw’-t-DIM-PROG,√tsuluw’,V,STP,C,turning it over DIM,tuw' tsi'tsutsuluw't tthunu skwukw.,Turn over what I’m cooking (said to a young daughter when leaving her behind to take over the cooking). (RP 12JAN77),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
96,tsuluw’unup ,√tsuluw’-unup,√tsuluw’,V,ACT,NA,turn soil,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
97,tsulqama’ ,√tsulqama’ ,√tsulqama’ ,N,FO,C,raspberry,nem' ts'u lhum'ts'els thun' mun'u 'u kws tsulqama'.,Your daughter is going to go and pick raspberries. (RP 23DEC81),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
98,tsul’equlh ,√tsul’equlh,√tsul’equlh,N,TI,A,yesterday,i tst ts'elhum'ut lhu swakwun 'u kwun'a tsul'equlh.,We heard a loon yesterday. (RP JUN82),tun'tsa'luqw lhu spuhels 'u kw'un'a tsul'equlh.,The wind yesterday was southwest. (RP 80BB),nilh kw'un'a tsul'equlh 'i' 'i tsun hun'umut.,I got home yesterday. (RP 80A),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
99,stsi’tsum’eem’ ,s-√tsum-m-DUR-DIM,√tsum,N,CL,C,pack: small bundle on one's back,lemut tthu stsi'tsumum's.,Look at the small bundle he has on his back. (RP 12JAN77),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
100,tsum’ut ,√tsum’-t,√tsum,V,ACT,NA,pack it on one's back,suw' tsum'utus tthey' hwi'lums tsam 'u tthu smeent ne-e-em' 'imush.,"And they packed the rope on their backs and started their travel up the mountains, just walking. (WS Eagle Story)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
101,tsutsum’ut ,√tsum’-t-PROG,√tsum,V,ACT,NA,pack: putting it on back,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
102,tsume’t ,√tsum’-t-sTA,√tsum,V,ACT,NA,pack: carrying it on one's back,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
103,tsum’et ,√tsum’-t-sTA,√tsum,V,ACT,NA,pack on back,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
104,tsum’e’t ,√tsum’-t-sTA,√tsum,V,ACT,NA,"pack along, have it on one's back",tsum'e'tus tthu se'wuns.,He had backpacked all his food provisions.  (WS Eagle Story),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
105,tsutsum’ut ,√tsum’-t-PROG,√tsum,V,ACT,NA,pack: putting it on one's back,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
106,tsum’um ,√tsum’-m,√tsum,V,ACT,NA,pack: get on someone's back,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
107,tsum’els ,√tsum’-els,√tsum,V,ACT,NA,pack on back,nem' lhu tsum'els 'u kwthu syalh.,Go pack the firewood. (CW 1984),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
108,tsutsumum’ ,√tsum’-m-PROG,√tsum,V,ACT,NA,pack: getting on someone's back,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
109,tsutsumul’s ,√tsum’-els-PROG,√tsum,NA,ACT,NA,packing on back,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
110,tsum’utun ,√tsum’-ten,√tsum,N,TO,C,packing strap or harness (tumpline),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
111,tsun ,√tsun,√tsun,N,KIN,A,"I, a subject particle",luw'tth'e'um tsun.,I’ll undress. (WS Seal Story),uy' thuyt tsun tse' p'e' kw' xwi'lum.,Okay! I will prepare the rope. (WS Eagle Story),ha' tsun tse' kwu'elh nem' tuw' ts'imulnuhw nilh nus'uw' kwulusht.,"And when I get close enough, I will shoot him. (WS Seal Story)",nem' tsun tse' numnus kw'un'a 'i sqw'im'qw'um' 'eshw.,I am going to sneak up on the seals that are out of the water. (WS Seal Story),uy' m'i tsun tse' tl'uw' hwu'alum'.,"Okay, I will return here again. (WS Eagle Story)",uwu tsun ne'mun' t'akw' kws skweyuls snet kwunus nem' t'akw'.,"I will not go home during the day time, I will go home when its dark. (WS Eagle Story)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
112,tsun’ut ,√tsun’-t,√tsun,V,ACT,NA,"lean it against something (for ex, a pole, against a wall)",tsun'ut ch p'e' tthun' q'uw'u 'u tthu q'ulexutstun,Lean your cane against the fence. (RP 80A),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
113,tsun’ewust ,√tsun’-ewus-t,√tsun,V,ACT,NA,"prop someone up (for ex, in a hospital bed)",tuw' tsun'ewust ch tthu qeq 'u tthu shwutl'qun.,Prop the baby up with the pillow. (RP 80A),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
114,tsun’ewusum ,√tsun’-ewus-m,√tsun,V,CON,C,lean or sit back and relax,nem' qewum tsun'ewusum 'u tth'u shhw'a'mut.,Go lean back and rest on the bed. (RP 80A),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
115,stsun’ewusum ,s-√tsun’-ewus-m,√tsun,N,DES,C,reclined in an inclined (angled) position,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
116,stsus ,s-√tsus,√tsus,N,NAT,C,wind: southeast (possibly northeast) strong and dangerous wind,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
117,stsatxw ,s-√tsutxw-STA,√tsutxw,ADJ,DES,C,bewildered: to be stunned or bewildered,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
118,tsatuxwul ,√tsutxw-il,√tsutxw,V,PC,C,bewildered: to become stunned or bewildered,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
119,shtsutxwalus ,s-hw-√tsutxw-alus,√tsutxw,ADJ,DES,C,"big-eyed, as in surprise",tl'lim' 'uw' shtsutxwalus kwthu swuy'qe'.,The man was very big-eyed (in surprise). (RP 21Dec81),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
120,tsuwtelh ,√tsuwtelh,√tsuwtelh,N,KIN,C,"son-in-law, daughter-in-law, address form",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
121,tsuwtelh ,√tsuwtelh,√tsuwtelh,N,KIN,C,"brother-in-law, address form (man's brother-in-law through his sister)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
122,stsuwtelh ,s-√tsuwtelh,√tsuwtelh,N,KIN,C,"son-in-law, daughter-in-law",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
123,stsuwtelh ,s-√tsuwtelh,√tsuwtelh,N,KIN,C,brother-in-law (man's brother-in-law through his sister),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
124,stsi’wutelh ,s-√tsuwtelh-PL,√tsuwtelh,N,KIN,C,"brothers-in-law, children-in-law",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
125,stsuw’et ,s-√tsuw’et,√tsuw’et,NA,NA,C,know how,quxulh ts'u stsuw'et kws xt'uts tthu shumens.,There used to be lots that knew how to jinx their enemies. (MJ Spring82),en'thu p'e huy 'al' stsuw'et kwsunus kwulush.,I am the one that’s best in shooting. (WS Seal Story),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
126,tsuw’nulhp ,√tsuw’n-ulhp,√tsuw’n,N,PL,B,cottonwood,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
127,stsuhwum ,s-√tsuhwum,√tsuhwum,N,NAT,C,wind (noun),thi stsuhwum lhu ni' yul'ew' 'u kw'un'a lhuw'ulhne'.,A big storm went by the day before yesterday. (RP 80BB),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
128,tsiitmuhw ,√tsiit-muhw,√tsiit,N,BI,NA,owl: horned owl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
129,tsutsiitmuhw ,√tsiit-muhw-PL,√tsiit,N,BI,NA,owls: horned owls,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
130,tsitsulh ,√tsilh-RDP,√tsilh,ADV,DES,C,above,i 'uw' 'i 'u tu'i tsitsulh kw'us m'i xut'e 'u tu'i hwthiqun kwsus thuthoom'.,It was right above here circling around and its whistling sound was very loud. (CA Stone Story),nan 'uw' tsitsulh.,They were still too high above (them). (WS Eagle Story),sne-e-em's sew'q' nem' 'u tthu tsitsulh smunmeent 'i' 'uwu te'.,They went looking up at the highest mountains and they couldn’t find any. WS Eagle Story),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
131,tsitsulh ,√tsilh-RDP,√tsilh,N,DES,C,high; noble,tsitsulh si'em',Jesus Christ (high lord) (CA Stone Story),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
132,tsutsi’tsulh ,√tsilh-DIM-PROG,√tsilh,N,DES,C,high DIM (a little bit high),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
133,hwutsitsulh ,hwu-√tsilh-RDP,√tsilh,ADJ,DES,C,high: become higher; come to be raised higher,netulh suw' huye's tthuw'ne'ullh tus 'u tthey' snem's 'uw' kw'i' hwutsi-i-itsulh 'u tthey' sme-e-ent.,"The next morning they departed for their destination and upon arriving there, they climbed and reached the highest peak of the mountain. (WS Eagle Story)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
134,stsi’elh ,s-√tsilh-STA,√tsilh,N,PE,B,respected one, 'uwu 'uwu stsi'elh.,"No, no, my respected one… (CA skwathshun')",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
135,yulhtsitsulh ,yu-lh-√tsilh-PROG,√tsilh,ADV,DES,C,"high, above: moving along the top, moving above",ha' ts'u ni' lhultustum tthu q'ise'q 'i' ni' hwe 'u tthu xatsa' kwsus 'uw'-yulhtsitsulh 'al'.,When “ q'ise'q” was sprinkled he went down into the lake for they were walking on top of the water. (CA Stone Story),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
136,tsilhus ,√tsilh-as,√tsilh,N,NAT,C,"steep bank, mound, steep place",skw'ey kw'unus tl'upqenum 'u tthu tsilhus kwunus 'i sum'e'kwulh.,I can’t climb down a steep hill because of my injury. (RP 80B),shhw'uy's kwunus nem' hiilthut 'u tun'u tsilhus.,It’s best if I then jump from this high place. (WS Eagle Story),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
137,stslhaythun ,s-√tsilh-aythin,√tsilh,N,BP,B,lip: upper lip,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
138,stsi’tslha’ithun’ ,s-√tsilh-aythin-DIM,√tsilh,N,BP,C,lip: upper lip DIM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
139,stslhutsun’ ,s-√tsilh-utsun-STA,√tsilh,N,DES,C,"on top of (the top one of many, as in a stack)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
140,stsi’tslhutsun’ ,s-√tsilh-utsun-STA-DIM,√tsilh,N,DES,C,on top of (the top one of many DIM),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
141,hwustslhutsun’ ,hwu-s-√tsilh-utsun-STA,√tsilh,V,CON,C,"dropped on, fell on",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
142,stslhe’ultuhw ,s-√tsilh-ultuhw,√tsilh,N,NA,C,upper floor (i,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
143,stslhiqun’ ,s-√tsilh-i-qen-STA,√tsilh,N,NA,C,"up on a higher hill, top of mountain",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
144,shtslhequn’ ,s-hw-√tsilh-qin ,√tsilh,N,NA,C,"palate, roof of the mouth",ni' ts'u hwi' 'ukw'nuhwus lhu shtslhequn' yunusth kwthun' si'lu.,Your grandfather lost his upper (false) teeth. (RP MAR82),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
145,stslhal’we’lh ,s-√tsilh-al’-we’lh,√tsilh,N,NA,C,on top of covers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
146,stsiy’u ,s-√tsiy’u,√tsiy’u,N,FO,B,strawberry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
147,tsi’tsut ,√tsi’tsut,√tsi’tsut,N,KIN,C,parent (when speaking of someone else's parent),suw' xut'us tthu tsi'tsut “ wa'lu 'uwees-te'us 'un'-stsle'tulup…,"The father said, “I guess there is nothing (you) can do...” (WS Seal Story)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
148,tsuli’tsut ,√tsi’tsut-PL,√tsi’tsut,N,KIN,C,parents,“ a-a-a siy'em' a-a-a” thuts tthu tsuli'tsut.,"“Oh! my dear one, oh,” the parents said. (WS Seal Story)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
149,tslhaqw ,√tslhaqw,√tslhaqw,ADV,DES,C,through (opening),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
150,stslhaqw ,s-√tslhaqw-STA,√tslhaqw,ADV,DES,C,"through (opening): went through, gone through",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
151,tslhaqwt ,√tslhaqw-t,√tslhaqw,ADV,DES,C,"through (opening): put it through (and, put an idea through), for ex, a deceased person is passed through a window",ni' tsun tslhaqwt 'u kwthu shhwulmastun'.,I put it through the window. (RP 23JUN75),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
152,tsulhuqwt ,√tslhaqw-t-PROG,√tslhaqw,ADV,DES,C,through (opening): putting it through,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
153,tsi’tsulhuqwt ,√tslhaqw-t-DIM-PROG,√tslhaqw,ADV,DES,C,through (opening): putting it through DIM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
154,tslhaqwthut ,√tslhaqw-that,√tslhaqw,ADV,DES,C,through (opening): get through; go down a narrow trail,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
155,tsulhuqwthut ,√tslhaqw-that-PROG,√tslhaqw,ADV,DES,C,through (opening): going through (getting self through),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
156,tstl’um ,√tstl’u-m,√tstl’um,V,MOT,A,jump,suw' tstl'um hiilthuts,He then jumped down. (WS Eagle Story),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
157,tsetl’um’ ,√tstl’um-PROG,√tstl’um,V,MOT,C,jumping,m'i lemut tun'a t'at'ulhum' 'i yutsetl'um' 'u tun'a luplash.,Come look at this flea that is jumping on this board. (RP 15DEC75),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
158,tse’tstl’im’ ,√tstl’um-DUR,√tstl’um,V,MOT,C,"jumping, hopping (what a deer or rabbit does)",thwuy tsun kwunut lhu sququweth 'i' ni' wulh tse'tstl'im' huye'.,I was just going to grab the rabbit and it started jumping away. (RP 80B. (CW JUL91)),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
159,tsutl’tsutl’im’ ,√tstl’um-DUR-PL,√tstl’um,V,MOT,C,jumping PL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
160,tsi’tsetl’um’ ,√tstl’um-DIM-PROG,√tstl’um,V,MOT,C,jumping DIM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
161,tsuli’tsetl’um’ ,√tstl’um-DIM-PL-PROG,√tstl’um,V,MOT,C,jumping DIM PL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
162,tsutl’tsetl’um ,√tstl’um-PL,√tstl’um,V,MOT,C,jump PL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
163,tsi’tsetl’um’ ,√tstl’um-DIM-PROG,√tstl’um,V,MOT,C,jumping DIM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
164,tsuli’tsetl’um’ ,√tstl’um-DIM-PL-PROG,√tstl’um,V,MOT,C,jumping DIM PL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
165,tse’tstl’im’ ,√tstl’um-DUR,√tstl’um,N,GAM,C,hopscotch,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
166,shtsi’tsetl’um’ ,shhw-√tstl’um-DIM,√tstl’um,N,GAM,C,"skipping rope, an object to jump over",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
167,tstl’umut ,√tstl’um-t,√tstl’um,V,MOT,C,jump for it,tstl'umut tthu sqwumey'.,Jump for the dog. (RP 12DEC75),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
168,tsetstl’im’stuhw ,√tstl’um-stuhw-DUR,√tstl’um,V,MOT,C,jump: making it jump,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
169,tsutl’im’shun ,√tstl’um-shen-ASP,√tstl’um,V,MOT,C,"jump around, constantly moving the feet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
170,tstl’ume’tst ,√tstl’um-me’ts-t,√tstl’um,V,MOT,C,jump over it,tstl'ume'tst ch tthu qwlhey'.,Jump over the log. (RP 6MAR80),tstl'ume'tstus tthu qwlhey'.,He jumped over the log. (CP 23JUL74),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
